,shopping_frequency,tran_amount_max,tran_amount_mean,date_range_days
5212,19,77,41.1578947368421,837
6107,13,78,45.07692307692308,1033
5106,18,78,45.833333333333336,1331
4782,26,100,72.46153846153847,1357
194,15,100,76.86666666666666,1146
615,25,102,68.08,1383
643,17,105,68.47058823529412,1280
4952,22,105,78.22727272727273,1254
3277,27,104,70.14814814814815,1300
2776,20,101,66.95,1175
5649,10,66,39.6,909
5819,10,68,39.1,865
3258,15,97,68.2,1059
330,20,96,61.25,1377
2207,14,98,59.5,1281
4509,21,97,63.714285714285715,1340
4959,25,105,67.16,1350
2670,14,101,77.71428571428571,968
972,18,101,69.83333333333333,1335
483,10,84,64.8,1211
2420,14,104,71.92857142857143,1118
2602,22,103,73.27272727272727,1358
719,26,105,67.65384615384616,1380
3319,23,104,68.91304347826087,1262
2059,16,104,75.3125,1205
2803,18,105,67.11111111111111,1040
2566,18,101,72.55555555555556,1290
4600,23,104,71.26086956521739,1326
32,18,104,67.88888888888889,1224
664,25,102,71.28,1341
5420,12,78,45.333333333333336,1038
4352,23,102,75.26086956521739,1323
1444,19,103,77.05263157894737,1280
5347,15,69,40.53333333333333,1215
2792,24,105,71.0,1363
4515,21,104,76.23809523809524,1375
6715,14,77,42.5,983
1705,21,105,66.95238095238095,1239
5322,15,70,41.266666666666666,1376
5204,21,79,55.476190476190474,1370
5825,13,72,36.38461538461539,1277
6840,15,79,42.666666666666664,1286
4581,18,104,76.05555555555556,1327
118,20,105,70.75,1388
2277,16,105,70.75,1169
2905,17,104,79.82352941176471,1205
1401,22,104,73.5909090909091,1214
739,21,96,68.76190476190476,1348
2456,26,100,71.65384615384616,1164
170,15,101,67.6,1110
540,26,105,66.38461538461539,1295
883,23,101,64.78260869565217,1198
5163,10,79,48.0,1074
5359,14,79,53.714285714285715,954
3307,16,105,73.5625,934
4047,28,105,75.82142857142857,1322
674,31,104,71.54838709677419,1222
4421,17,91,61.35294117647059,1012
2915,21,103,69.85714285714286,1253
3650,20,103,65.65,1218
1815,25,103,63.24,1356
3431,24,105,65.95833333333333,1332
2100,21,103,80.42857142857143,1270
4126,28,102,71.96428571428571,1356
6827,13,78,51.92307692307692,1041
6448,14,78,54.0,1268
2101,24,89,60.25,1232
5835,13,73,46.0,1300
6537,15,69,44.4,1190
1548,15,95,56.266666666666666,1187
6291,18,79,53.77777777777778,1090
5662,20,79,37.75,1338
355,18,99,68.5,1140
3352,13,103,78.38461538461539,1256
3617,16,102,67.3125,1234
4768,22,88,61.36363636363637,1333
2535,19,94,64.36842105263158,1381
6096,19,76,45.78947368421053,1353
4908,23,105,77.56521739130434,1354
2373,25,104,65.32,1154
1051,14,99,66.0,973
3074,21,105,72.04761904761905,1335
2321,20,99,67.7,1356
4397,16,105,72.25,1211
5454,17,79,44.588235294117645,1205
1751,25,103,68.64,1184
6714,13,70,48.0,1234
1772,21,103,66.61904761904762,1252
1196,22,104,70.0909090909091,1318
1878,27,99,65.37037037037037,1285
2668,13,97,61.07692307692308,1149
2016,23,100,64.0,1313
2005,23,102,67.91304347826087,1190
5587,10,78,37.4,1072
1482,20,100,71.0,1398
328,22,99,71.68181818181819,1172
648,21,105,74.76190476190476,1317
2945,15,93,65.0,1287
3285,26,105,66.96153846153847,1391
1123,17,104,72.23529411764706,1349
4526,21,102,70.66666666666667,1260
2788,30,105,69.23333333333333,1381
3954,26,102,65.23076923076923,1241
3309,23,104,78.30434782608695,1332
4461,24,101,71.125,1313
3749,15,100,75.46666666666667,1270
5765,14,73,44.92857142857143,1228
1259,22,105,66.13636363636364,1334
6453,13,72,40.23076923076923,1115
5737,8,76,43.625,1174
3615,22,102,68.18181818181819,1356
1519,13,100,74.76923076923077,1297
1378,22,99,70.95454545454545,1315
5509,19,79,51.10526315789474,1158
1023,27,105,75.4074074074074,1304
3802,21,104,70.04761904761905,1248
2918,26,105,76.11538461538461,1239
3846,14,104,58.0,1150
4899,16,90,64.3125,1294
3197,18,103,64.0,958
912,17,102,69.17647058823529,1081
2857,22,90,65.81818181818181,1271
4678,19,103,76.15789473684211,1222
1675,23,103,71.34782608695652,1314
1746,23,103,67.6086956521739,1339
3026,15,99,69.66666666666667,1279
4128,21,105,74.42857142857143,1150
1736,19,102,70.05263157894737,1311
1629,23,98,66.43478260869566,1322
6038,12,76,42.916666666666664,1175
430,27,105,66.96296296296296,1191
1808,21,92,67.57142857142857,1339
4378,25,99,62.56,1267
3206,18,102,66.94444444444444,1212
4294,22,104,68.0909090909091,1326
4477,26,105,71.15384615384616,1282
234,15,105,71.46666666666667,1154
4326,21,103,75.23809523809524,1244
2222,20,93,66.95,1265
4198,14,104,65.57142857142857,1385
6542,9,79,48.77777777777778,1308
5499,16,78,44.375,1099
5656,17,65,38.8235294117647,1274
6143,9,78,48.22222222222222,1021
1948,24,105,73.45833333333333,1216
5267,13,79,48.30769230769231,1251
6112,5,71,37.4,1178
4245,17,91,64.11764705882354,1177
6304,13,78,44.38461538461539,1308
1995,17,101,72.52941176470588,1275
2671,19,104,79.21052631578948,1318
6591,19,75,51.8421052631579,1362
2224,17,102,68.6470588235294,1187
1106,17,101,68.05882352941177,1325
5679,12,69,46.833333333333336,1108
818,22,97,70.86363636363636,1284
6689,11,79,56.90909090909091,1342
3940,24,95,61.916666666666664,1196
4696,22,102,76.13636363636364,1224
5006,13,73,51.23076923076923,1396
1697,24,104,66.41666666666667,1363
3411,15,100,59.53333333333333,1148
136,17,98,68.94117647058823,1342
1642,22,104,74.45454545454545,1302
6171,14,72,40.07142857142857,1267
5152,8,79,50.0,1291
6104,10,79,49.8,420
1180,23,103,68.78260869565217,1255
4317,19,104,72.3157894736842,1314
888,21,103,66.42857142857143,1182
2987,19,104,70.94736842105263,1201
3558,30,101,73.8,1350
2437,19,97,75.84210526315789,1287
6401,14,75,57.42857142857143,1025
3871,18,105,78.11111111111111,1027
817,16,103,68.4375,1329
1111,27,102,69.18518518518519,1372
4301,23,103,69.47826086956522,1392
2341,25,101,69.04,1344
3167,27,105,76.4074074074074,1310
5078,13,76,36.53846153846154,1183
4679,17,103,77.58823529411765,1248
4518,25,103,66.84,1365
3065,21,103,72.80952380952381,1359
1264,10,89,65.6,939
990,19,97,71.36842105263158,1052
1464,12,101,76.33333333333333,688
1739,19,102,73.26315789473684,1150
4953,17,97,71.82352941176471,1290
3328,18,101,70.33333333333333,1280
353,22,103,74.13636363636364,1359
5251,20,74,42.3,1179
3306,21,99,74.52380952380952,1319
6092,8,67,42.875,938
1489,25,104,73.6,1333
4628,23,104,70.6086956521739,1280
4614,16,98,70.375,1278
3130,11,103,62.36363636363637,1309
1228,21,103,70.80952380952381,1190
4098,17,102,78.17647058823529,1256
3336,23,98,66.30434782608695,1388
3608,20,91,59.35,1163
6519,7,69,45.857142857142854,706
3599,23,100,66.8695652173913,1385
6442,8,78,46.0,1326
52,26,101,78.34615384615384,1336
5382,16,78,36.5,1124
6259,16,74,34.125,1334
4824,30,105,73.3,1326
3085,27,100,71.0,1296
159,25,102,67.32,1293
6505,10,70,44.6,997
1587,19,104,67.36842105263158,1263
1589,18,92,61.166666666666664,1211
1479,22,103,73.13636363636364,1346
4314,20,105,69.6,1082
3145,21,105,74.80952380952381,1377
1469,14,104,76.78571428571429,1267
4094,14,101,71.5,1134
3094,23,102,65.21739130434783,1265
5269,16,78,52.0625,987
4993,25,101,66.36,1302
2078,23,105,73.21739130434783,1317
6745,11,71,41.72727272727273,923
5844,9,68,36.888888888888886,1106
6789,13,77,46.15384615384615,1055
3482,23,104,73.26086956521739,1299
2828,16,101,63.8125,1348
436,23,105,76.30434782608695,1356
3857,18,105,71.94444444444444,1277
2960,17,101,71.41176470588235,1348
4588,28,100,68.25,1365
1588,26,105,72.07692307692308,1354
2780,13,105,66.38461538461539,1093
5102,12,74,44.416666666666664,1294
1590,29,95,72.06896551724138,1323
6558,14,75,41.714285714285715,1153
973,25,104,66.72,1212
1238,23,97,68.8695652173913,1368
2951,19,99,68.42105263157895,1230
2342,21,105,68.28571428571429,1354
6082,20,79,45.85,1241
6860,15,78,41.8,954
4420,23,103,70.34782608695652,1307
5880,12,79,40.5,1254
2231,24,104,66.66666666666667,1149
3381,18,105,74.11111111111111,1256
1497,15,104,77.06666666666666,1334
449,15,103,72.13333333333334,1263
2369,24,104,66.70833333333333,1312
3607,16,104,79.5625,1170
4271,23,105,70.43478260869566,1263
2422,15,100,73.0,1260
6517,9,63,42.888888888888886,1131
3891,16,103,75.4375,1292
3995,28,104,71.21428571428571,1298
1551,24,102,74.5,1245
6106,13,79,45.76923076923077,1233
1146,18,104,69.11111111111111,1220
4508,25,101,71.28,1394
2092,19,102,60.73684210526316,1301
1313,23,96,71.6086956521739,1288
2015,26,99,64.03846153846153,1377
187,21,105,73.9047619047619,992
5979,16,74,43.125,1235
6460,10,77,49.0,1013
1381,28,101,64.89285714285714,1395
4195,13,102,73.6923076923077,1336
413,17,103,71.47058823529412,1368
4217,26,101,67.92307692307692,1227
941,20,102,74.7,1354
801,16,100,59.9375,1317
6451,12,79,51.166666666666664,1384
2750,22,104,71.4090909090909,1330
4739,24,101,75.66666666666667,1348
4529,11,102,64.72727272727273,1347
256,15,104,64.0,1346
4746,24,104,67.70833333333333,1338
6757,14,75,45.07142857142857,1198
3199,22,104,69.5909090909091,1261
2235,19,103,68.26315789473684,1286
647,24,102,68.91666666666667,1189
1767,15,99,68.53333333333333,1267
6011,14,75,48.214285714285715,1225
5736,11,79,39.18181818181818,1204
4915,23,105,74.91304347826087,1386
3984,18,102,74.88888888888889,1165
4231,26,104,75.88461538461539,1316
24,20,105,66.95,1285
1088,19,103,70.0,1275
5477,10,53,28.3,1329
2694,14,104,73.57142857142857,1148
3528,29,105,73.72413793103448,1249
112,8,94,72.25,1186
2841,23,104,72.82608695652173,1132
2311,17,103,68.52941176470588,1298
5159,16,78,39.5,1293
6543,16,79,51.1875,1049
56,14,92,65.42857142857143,1107
1309,28,102,73.35714285714286,1144
695,26,104,66.61538461538461,1203
5014,9,73,50.44444444444444,901
1227,13,103,66.3076923076923,1194
1999,21,105,78.28571428571429,1173
276,19,103,67.10526315789474,1296
5272,12,79,47.166666666666664,1094
3887,11,104,71.63636363636364,1283
1833,26,105,73.5,1390
5459,10,76,49.0,1274
682,24,105,73.5,1313
5227,18,79,40.0,1338
4982,21,97,63.95238095238095,1257
3832,27,105,76.37037037037037,1364
1137,23,102,71.08695652173913,1330
2767,24,102,80.0,1268
4608,21,105,75.85714285714286,1371
4333,18,98,66.83333333333333,1391
4017,24,102,65.29166666666667,1268
1036,22,105,67.95454545454545,1273
4055,16,103,67.625,1070
5549,18,74,43.77777777777778,1342
1346,16,99,64.875,1262
4967,22,105,69.36363636363636,1244
4762,16,96,60.5,1215
2784,18,97,73.33333333333333,1329
4335,14,105,68.5,1204
2384,16,101,78.375,1326
2988,17,101,68.29411764705883,1338
115,27,104,66.03703703703704,1242
6806,19,78,40.10526315789474,1368
6854,10,79,40.0,1127
3119,14,104,77.28571428571429,1237
5407,10,79,55.8,1203
3497,28,103,72.96428571428571,1217
6229,17,78,43.529411764705884,1346
2819,10,85,64.8,1069
4700,23,105,73.04347826086956,1389
5735,17,77,42.64705882352941,1331
6237,13,79,53.38461538461539,1311
5664,19,71,47.05263157894737,1014
81,15,96,63.53333333333333,1068
3021,24,102,70.54166666666667,1363
1972,12,104,75.33333333333333,981
1714,18,103,63.44444444444444,1234
4417,17,104,75.52941176470588,1295
5597,16,77,39.3125,1229
6673,18,76,40.05555555555556,1307
4442,14,103,76.28571428571429,1378
1946,25,104,72.4,1345
4241,21,93,58.523809523809526,1353
3948,15,98,72.13333333333334,1250
4830,25,104,72.96,1271
1610,21,92,68.14285714285714,1213
6677,17,73,45.94117647058823,1236
1251,24,99,64.58333333333333,1382
6462,8,73,41.0,1164
3070,23,104,64.73913043478261,1075
4192,23,101,67.73913043478261,1246
6730,13,78,54.30769230769231,1347
6779,14,63,37.285714285714285,1333
5309,17,75,43.294117647058826,1332
4006,26,101,67.84615384615384,1364
3375,18,104,74.38888888888889,1298
665,14,101,74.57142857142857,1100
2194,14,104,72.71428571428571,1343
4502,20,102,70.0,1358
5858,10,74,54.7,1312
1017,21,102,66.42857142857143,1269
557,15,104,73.66666666666667,868
4535,17,105,73.29411764705883,1330
4290,21,104,73.61904761904762,1320
1207,18,102,69.61111111111111,1169
4463,12,80,58.916666666666664,1043
4032,14,100,66.0,1200
1510,21,105,79.23809523809524,1364
3563,21,104,72.42857142857143,1010
4480,21,104,70.42857142857143,928
3211,20,105,68.85,1260
4691,21,105,67.80952380952381,1287
4693,23,97,65.8695652173913,1091
266,25,103,66.84,1243
3605,22,103,73.31818181818181,1293
1140,31,100,68.38709677419355,1348
3162,15,103,61.06666666666667,1144
2111,24,102,70.79166666666667,1138
3933,12,101,84.91666666666667,1083
1909,13,99,67.0,1256
6436,16,79,48.4375,1165
5874,14,79,49.214285714285715,1314
656,25,104,71.76,1297
5888,13,74,44.30769230769231,1182
4865,16,100,64.4375,1344
4410,29,105,73.48275862068965,1350
998,17,98,64.58823529411765,1176
6639,15,76,40.86666666666667,1216
2834,24,89,56.166666666666664,1305
2809,17,104,74.82352941176471,1180
1784,24,105,76.875,1323
1237,20,105,71.05,1375
6882,16,78,46.8125,1222
6771,16,79,41.0,1088
4649,28,103,78.39285714285714,1333
4577,20,104,76.8,1024
5607,13,73,50.53846153846154,952
6800,11,75,37.09090909090909,1084
2186,23,96,68.43478260869566,1289
2913,22,104,73.27272727272727,951
1134,23,104,74.34782608695652,1365
908,18,97,73.94444444444444,1152
4536,19,105,74.21052631578948,1289
1303,25,105,72.84,1320
6424,15,75,47.733333333333334,1339
1627,27,105,72.66666666666667,1267
6157,13,70,39.61538461538461,1351
1522,19,105,74.89473684210526,1128
835,20,105,70.0,1300
358,22,105,74.95454545454545,1085
138,24,96,67.70833333333333,1388
299,17,104,71.88235294117646,1324
1556,19,105,75.10526315789474,1195
1003,24,105,75.29166666666667,1358
382,21,101,71.52380952380952,1272
5814,11,78,37.90909090909091,1111
3745,19,104,72.6842105263158,1335
761,16,102,70.5,1271
4085,16,100,72.8125,1377
4998,16,100,65.375,1329
3945,26,105,77.23076923076923,1241
4125,23,98,68.78260869565217,1238
3916,29,104,72.34482758620689,1360
6672,14,72,42.07142857142857,1211
4733,22,105,71.9090909090909,1254
1402,21,103,66.9047619047619,1151
3880,20,102,67.5,1303
5912,14,77,48.92857142857143,1081
2721,19,104,70.47368421052632,1225
1932,22,105,71.63636363636364,1372
5838,17,79,48.470588235294116,1319
6190,15,72,44.733333333333334,1288
6224,16,74,43.25,1364
5686,12,60,36.583333333333336,794
5484,8,72,44.75,1065
3055,26,103,64.65384615384616,1348
5882,11,74,55.72727272727273,1256
3783,19,105,63.0,1321
5143,21,79,39.095238095238095,1191
2685,19,101,67.0,1312
3689,18,103,69.66666666666667,1200
58,18,95,70.66666666666667,1362
76,16,105,63.125,1374
796,27,105,67.88888888888889,1225
2416,21,105,67.0,1250
6533,8,73,43.25,1332
5035,8,70,44.125,1316
785,21,104,71.0,1216
4685,26,99,70.11538461538461,1267
6706,14,77,39.714285714285715,1111
3158,21,103,71.85714285714286,1283
3106,27,105,73.85185185185185,1364
3985,26,103,67.57692307692308,1296
2217,18,104,64.66666666666667,1217
5851,16,75,41.375,1263
5672,10,78,45.3,1280
4970,21,99,64.0,1392
6450,6,61,41.666666666666664,992
4262,21,105,65.95238095238095,1263
5314,15,73,51.266666666666666,1292
910,26,100,76.1923076923077,1265
2172,17,102,67.0,1289
1850,23,105,71.26086956521739,1346
2309,24,102,67.375,1308
6444,17,77,42.411764705882355,1280
1257,24,102,72.33333333333333,1132
2495,20,101,71.6,1346
5192,11,79,43.0,1243
4412,18,101,78.55555555555556,1342
3501,21,103,77.57142857142857,1339
1178,26,104,70.11538461538461,1232
5184,14,78,49.857142857142854,1379
5632,9,75,52.888888888888886,1245
442,17,104,58.411764705882355,1223
5278,13,77,46.07692307692308,1227
1399,18,105,71.72222222222223,1352
2973,17,103,71.23529411764706,1312
5876,11,53,34.72727272727273,898
4050,18,104,73.0,1103
5758,13,74,46.61538461538461,1263
6561,14,77,47.07142857142857,1356
3459,21,104,67.42857142857143,1316
1054,19,105,71.10526315789474,1223
3578,15,86,60.333333333333336,1126
3275,16,105,65.6875,1183
6576,10,79,46.1,803
5388,13,65,41.76923076923077,892
1415,23,105,71.91304347826087,1258
2372,13,98,66.6923076923077,1151
4866,23,105,64.21739130434783,1333
3973,18,101,72.94444444444444,1095
3859,19,103,71.94736842105263,1298
3734,27,98,68.70370370370371,1350
6103,21,78,49.095238095238095,1309
4829,17,100,69.23529411764706,1144
6313,14,74,41.357142857142854,1288
1502,18,97,65.55555555555556,1362
5544,10,68,49.1,1128
1450,13,102,76.84615384615384,1167
6330,23,71,45.08695652173913,1179
2011,23,100,67.08695652173913,1199
5219,13,74,50.76923076923077,1368
3515,23,94,67.82608695652173,1138
5241,14,66,38.214285714285715,873
4704,22,105,78.9090909090909,1362
6608,13,78,46.0,1072
3821,16,99,65.0,1131
3264,20,98,67.65,1237
5552,21,78,42.666666666666664,1290
5603,12,79,49.166666666666664,1302
4334,28,102,68.71428571428571,1374
4568,17,92,65.76470588235294,1319
6,15,101,67.4,1396
2980,18,100,67.72222222222223,1175
2487,20,103,68.75,1318
3361,23,105,66.65217391304348,1298
678,18,100,68.94444444444444,1201
1943,21,104,73.42857142857143,1323
6527,19,73,45.05263157894737,1250
6336,18,77,44.5,1300
5822,9,61,36.333333333333336,1311
5286,15,76,51.06666666666667,1272
4519,15,99,59.733333333333334,1294
2607,18,101,79.44444444444444,1386
6273,11,67,36.72727272727273,1308
5918,19,77,45.26315789473684,1332
6332,10,72,55.2,1182
3907,20,98,66.9,1245
1064,21,105,67.85714285714286,1305
2894,19,102,63.473684210526315,1228
4368,24,102,70.04166666666667,1322
4505,20,99,70.05,1220
2242,16,95,60.1875,1258
1474,16,103,66.3125,1323
6258,13,79,48.76923076923077,1309
1889,15,102,79.53333333333333,1155
3435,20,105,65.4,1033
4269,12,100,71.25,849
1053,14,104,65.28571428571429,1266
2021,14,91,63.714285714285715,1072
5419,11,78,43.81818181818182,1106
4905,28,105,75.32142857142857,1358
5857,21,73,42.42857142857143,1180
2658,28,104,68.35714285714286,1357
2467,24,98,65.25,1266
3684,18,102,74.83333333333333,1237
1130,17,103,72.70588235294117,1252
1461,18,99,67.66666666666667,1069
4139,25,103,68.24,1387
6232,10,78,34.9,1138
3365,17,105,73.70588235294117,1223
6843,14,74,39.0,1180
5817,12,78,41.083333333333336,1266
3350,21,104,74.23809523809524,1154
2968,23,104,71.56521739130434,1318
222,25,105,71.24,1265
6379,11,78,42.27272727272727,1293
48,20,98,69.0,1181
573,22,104,71.31818181818181,1057
1236,25,97,63.92,1217
5239,13,78,49.84615384615385,1103
3033,24,96,66.375,1143
6675,15,75,41.8,1289
3382,14,103,70.85714285714286,1311
6760,13,78,56.07692307692308,1364
2282,17,105,80.29411764705883,1180
4663,19,102,65.36842105263158,1325
267,15,105,75.6,1251
1104,22,105,67.54545454545455,1144
2305,29,105,67.37931034482759,1376
5418,8,79,44.75,1119
6649,15,76,52.06666666666667,1338
1935,25,103,69.16,1317
386,22,102,69.04545454545455,1235
1701,23,105,69.26086956521739,1307
1628,14,105,74.85714285714286,1090
3585,25,105,65.92,1311
5364,12,78,43.0,1246
2714,24,103,65.95833333333333,1208
6580,20,76,51.2,1322
6508,23,79,39.26086956521739,1256
6021,12,76,42.416666666666664,936
1563,17,103,83.0,1229
3622,19,89,64.36842105263158,1379
6351,10,71,43.7,1339
2760,17,101,70.52941176470588,1111
3189,20,104,72.95,1206
4416,31,105,74.58064516129032,1320
209,21,104,79.42857142857143,1278
909,16,104,75.6875,1137
1289,15,103,67.33333333333333,1269
5200,7,75,53.42857142857143,1293
1866,20,104,73.5,1174
1842,17,105,82.58823529411765,1277
2497,18,104,66.77777777777777,1266
5639,16,79,51.375,1344
104,24,105,74.91666666666667,1249
958,19,103,71.26315789473684,1353
1793,17,99,69.70588235294117,1177
2088,14,105,72.5,1127
2702,17,105,72.23529411764706,1347
5663,9,75,44.0,793
331,24,103,78.16666666666667,1314
4252,27,104,67.18518518518519,1331
6366,7,56,41.0,825
5378,16,68,43.8125,1356
2459,19,99,67.15789473684211,1277
1774,16,95,56.0625,1205
4839,17,104,72.29411764705883,1249
4270,29,102,65.17241379310344,1179
6239,19,79,39.36842105263158,1302
2686,19,104,76.73684210526316,1295
5590,14,69,36.92857142857143,1266
3837,21,100,65.0,1359
4710,18,103,79.0,1248
2897,12,105,63.416666666666664,1293
5030,13,78,47.61538461538461,1220
1710,15,101,75.4,1185
5260,14,78,47.857142857142854,1083
2478,16,104,66.6875,1243
4902,22,102,71.9090909090909,1374
1366,17,104,68.47058823529412,1150
173,24,104,74.08333333333333,1367
858,15,103,75.53333333333333,1312
5060,14,70,42.42857142857143,1140
5071,18,78,47.0,1340
3524,16,104,68.8125,1289
3321,22,105,69.0909090909091,1328
3872,18,97,58.888888888888886,1325
6430,8,64,35.125,1207
4305,23,105,80.82608695652173,1325
3829,22,102,65.18181818181819,1371
1952,22,105,64.77272727272727,998
3311,12,104,63.416666666666664,1319
2492,19,96,61.8421052631579,1318
6208,14,79,39.42857142857143,1314
5462,12,77,49.5,1321
2036,20,103,73.7,1127
5398,16,79,38.9375,1261
6156,10,67,47.5,1321
5050,17,62,36.23529411764706,1374
3403,21,103,73.71428571428571,1399
18,19,97,62.36842105263158,1303
3691,18,105,72.5,1325
5195,11,79,46.90909090909091,503
0,15,105,67.46666666666667,1309
3628,18,99,63.388888888888886,1244
5452,9,79,49.333333333333336,1284
2174,18,105,63.888888888888886,1295
1356,25,105,75.68,1382
5907,15,78,40.0,1365
5954,13,71,41.92307692307692,1196
2826,15,105,64.2,1084
4144,20,105,71.55,1365
396,28,103,69.03571428571429,1234
5176,10,77,40.4,1121
3112,19,103,69.42105263157895,1270
182,30,105,70.96666666666667,1347
5379,10,73,54.5,1298
5447,14,79,40.357142857142854,1166
1812,21,104,69.47619047619048,1375
5303,16,65,39.5625,1279
5627,13,79,46.0,1094
4997,17,96,63.0,966
816,14,98,57.0,1324
1572,15,105,78.93333333333334,1293
4769,16,105,75.875,1142
1800,20,104,68.05,1285
2280,16,105,73.0625,1270
2429,26,102,74.3076923076923,1291
5982,10,62,32.6,1184
4603,17,101,67.47058823529412,1307
6189,9,76,39.44444444444444,637
4220,27,102,67.14814814814815,1381
5942,8,63,40.875,1293
5705,14,77,50.785714285714285,1289
1830,17,104,73.29411764705883,1239
601,19,105,78.6842105263158,1379
5708,18,74,43.5,1336
4818,17,102,70.6470588235294,1110
4940,18,100,71.83333333333333,1223
554,18,101,76.94444444444444,1282
1159,23,105,70.3913043478261,1370
1213,18,103,67.88888888888889,1176
880,18,105,78.22222222222223,1268
1325,21,105,76.71428571428571,1258
4221,16,103,76.375,1228
997,26,104,70.61538461538461,1359
700,27,104,66.03703703703704,1381
2700,26,102,68.8076923076923,1229
4934,21,104,70.28571428571429,1350
1847,16,105,70.25,1377
6743,16,73,44.625,1174
2796,20,105,77.65,1340
1455,17,105,68.0,1339
5763,14,78,44.785714285714285,1351
3941,18,101,83.38888888888889,1237
3826,15,105,70.46666666666667,1348
866,31,103,71.61290322580645,1243
5265,11,73,37.18181818181818,862
1644,23,103,63.04347826086956,1200
2140,15,102,69.26666666666667,1365
4656,17,105,73.6470588235294,1090
3520,17,105,77.3529411764706,1350
4322,16,103,71.6875,1336
5559,14,68,46.0,1246
1490,20,105,74.2,1266
4405,16,103,72.5,1364
4560,21,97,65.0952380952381,1224
729,17,105,65.29411764705883,1286
5514,8,65,34.375,1290
779,14,99,66.21428571428571,1076
2620,18,105,71.27777777777777,1203
1936,11,104,63.0,1346
6421,15,75,47.4,1270
5936,12,78,51.583333333333336,1323
3333,21,103,66.04761904761905,1361
1110,14,104,67.78571428571429,1288
3655,14,105,74.71428571428571,1083
5593,12,73,37.333333333333336,1310
6153,7,70,44.57142857142857,1190
2998,24,104,75.04166666666667,1214
2394,14,103,64.71428571428571,1197
1185,19,100,76.15789473684211,1312
2007,22,105,74.63636363636364,1312
193,16,101,64.4375,1165
1515,21,105,72.57142857142857,1367
6692,17,74,44.529411764705884,1326
578,19,104,71.26315789473684,1336
2123,13,95,60.76923076923077,946
1429,28,100,70.28571428571429,1199
771,15,95,74.46666666666667,1306
2587,24,100,70.5,1349
2395,15,103,70.26666666666667,1377
6823,14,75,47.714285714285715,1379
1846,13,93,59.84615384615385,1237
131,17,103,63.94117647058823,1214
178,20,105,81.25,1238
3740,23,102,67.78260869565217,1319
6148,11,79,53.63636363636363,1053
1811,13,99,74.3076923076923,1185
4409,16,104,73.0625,1109
2580,25,104,72.16,1344
5067,16,77,57.0625,881
4564,21,96,62.42857142857143,1329
2652,16,90,57.875,1268
6536,14,78,31.142857142857142,1147
2073,13,105,72.23076923076923,1220
658,25,89,69.36,1286
1896,24,103,74.5,1358
5061,13,78,45.84615384615385,894
2606,21,103,70.71428571428571,1304
2221,18,104,72.22222222222223,1161
3659,14,95,62.42857142857143,1346
6513,14,76,50.357142857142854,1051
2379,18,101,64.72222222222223,1349
1447,10,102,77.4,973
5641,12,77,38.916666666666664,1255
342,17,97,66.23529411764706,1374
3372,21,102,75.0,1286
5831,15,75,48.733333333333334,1278
6067,23,79,41.73913043478261,1305
2527,20,100,69.8,1387
727,16,103,70.1875,1012
5422,11,77,41.27272727272727,1267
976,9,97,68.0,796
3855,25,104,72.72,1360
4781,18,88,66.11111111111111,1109
1928,17,105,74.47058823529412,1307
3516,18,105,68.77777777777777,1384
6622,14,79,55.714285714285715,1325
4487,19,104,67.78947368421052,1381
6707,13,79,48.76923076923077,1362
3755,30,100,70.2,1294
6611,17,76,48.64705882352941,1311
1299,21,104,72.71428571428571,1179
4794,20,103,71.7,1292
6322,18,78,46.44444444444444,1289
660,18,105,74.88888888888889,1326
1790,28,105,70.03571428571429,1249
1492,22,100,64.81818181818181,1254
4626,22,100,62.18181818181818,1345
493,27,92,62.407407407407405,1334
3647,16,102,71.125,1091
5636,17,79,50.1764705882353,1214
5517,14,76,40.42857142857143,1278
2315,16,104,73.375,1300
6393,12,69,35.333333333333336,1095
6338,11,76,43.54545454545455,1255
5834,13,79,47.23076923076923,1169
1085,21,104,71.23809523809524,1203
6494,13,76,42.76923076923077,1120
4088,21,105,70.14285714285714,1388
694,15,98,68.33333333333333,1197
1278,10,104,73.6,1142
3198,20,104,71.7,1233
5623,12,79,43.666666666666664,1321
1621,24,98,71.875,1325
3918,16,103,64.25,1262
3708,20,105,70.4,1386
2561,24,104,81.41666666666667,1336
4812,12,100,65.0,1197
6251,18,77,55.888888888888886,1382
67,29,105,72.10344827586206,1335
1731,18,104,76.33333333333333,1165
4019,29,105,71.82758620689656,1256
2269,14,98,70.14285714285714,1228
4847,18,105,75.44444444444444,1311
6255,14,78,52.0,1144
5425,15,69,45.86666666666667,1279
820,21,102,73.23809523809524,1152
1226,27,105,76.77777777777777,1378
1677,26,104,77.03846153846153,1303
5755,17,79,44.8235294117647,1265
2867,26,100,74.0,1253
3447,13,105,59.76923076923077,1340
6088,13,70,41.30769230769231,1275
2367,14,96,72.5,1364
4053,25,104,68.2,1313
4587,17,102,72.94117647058823,1157
2512,23,103,70.1304347826087,1244
5841,15,76,46.13333333333333,1347
2723,9,105,73.22222222222223,1181
6136,10,72,44.9,1301
5862,15,79,42.733333333333334,1102
5086,13,77,51.15384615384615,1179
1143,17,102,71.88235294117646,1114
397,20,105,69.15,1245
6343,18,78,43.388888888888886,1193
5970,12,72,43.25,1100
786,19,105,77.36842105263158,1174
5902,9,69,38.888888888888886,1387
4601,20,104,72.2,1169
